Date,CO2,CO2_1,CO2_2,CO2_3,CO2_4,target_1,target_2,target_3
1972-01-31,333.91,333.77,333.28,332.88,332.6275,332.375,332.1225,331.87
1972-02-07,333.77,333.28,332.88,332.6275,332.375,332.1225,331.87,331.17
1972-02-14,333.28,332.88,332.6275,332.375,332.1225,331.87,331.17,331.26
1972-02-21,332.88,332.6275,332.375,332.1225,331.87,331.17,331.26,330.84
1972-02-28,332.6275,332.375,332.1225,331.87,331.17,331.26,330.84,330.57
1972-03-06,332.375,332.1225,331.87,331.17,331.26,330.84,330.57,330.31
1972-03-13,332.1225,331.87,331.17,331.26,330.84,330.57,330.31,330.23
1972-03-20,331.87,331.17,331.26,330.84,330.57,330.31,330.23,330.14
1972-03-27,331.17,331.26,330.84,330.57,330.31,330.23,330.14,330.05
1972-04-03,331.26,330.84,330.57,330.31,330.23,330.14,330.05,329.9
1972-04-10,330.84,330.57,330.31,330.23,330.14,330.05,329.9,329.88
1972-04-17,330.57,330.31,330.23,330.14,330.05,329.9,329.88,329.86
1972-04-24,330.31,330.23,330.14,330.05,329.9,329.88,329.86,329.96
1972-05-01,330.23,330.14,330.05,329.9,329.88,329.86,329.96,330.11
1972-05-08,330.14,330.05,329.9,329.88,329.86,329.96,330.11,330.06
1972-05-15,330.05,329.9,329.88,329.86,329.96,330.11,330.06,330.29
1972-05-22,329.9,329.88,329.86,329.96,330.11,330.06,330.29,330.615
1972-05-29,329.88,329.86,329.96,330.11,330.06,330.29,330.615,330.94
1972-06-05,329.86,329.96,330.11,330.06,330.29,330.615,330.94,331.2
1972-06-12,329.96,330.11,330.06,330.29,330.615,330.94,331.2,331.54
1972-06-19,330.11,330.06,330.29,330.615,330.94,331.2,331.54,331.92
1972-06-26,330.06,330.29,330.615,330.94,331.2,331.54,331.92,332.19
1972-07-03,330.29,330.615,330.94,331.2,331.54,331.92,332.19,332.55
1972-07-10,330.615,330.94,331.2,331.54,331.92,332.19,332.55,333.03
1972-07-17,330.94,331.2,331.54,331.92,332.19,332.55,333.03,333.3
1972-07-24,331.2,331.54,331.92,332.19,332.55,333.03,333.3,333.82
1972-07-31,331.54,331.92,332.19,332.55,333.03,333.3,333.82,333.98
1972-08-07,331.92,332.19,332.55,333.03,333.3,333.82,333.98,334.62
1972-08-14,332.19,332.55,333.03,333.3,333.82,333.98,334.62,334.91
1972-08-21,332.55,333.03,333.3,333.82,333.98,334.62,334.91,335.245
1972-08-28,333.03,333.3,333.82,333.98,334.62,334.91,335.245,335.58
1972-09-04,333.3,333.82,333.98,334.62,334.91,335.245,335.58,335.91
1972-09-11,333.82,333.98,334.62,334.91,335.245,335.58,335.91,336.08
1972-09-18,333.98,334.62,334.91,335.245,335.58,335.91,336.08,335.98
1972-09-25,334.62,334.91,335.245,335.58,335.91,336.08,335.98,336.19
1972-10-02,334.91,335.245,335.58,335.91,336.08,335.98,336.19,336.37
1972-10-09,335.245,335.58,335.91,336.08,335.98,336.19,336.37,336.51
1972-10-16,335.58,335.91,336.08,335.98,336.19,336.37,336.51,336.58
1972-10-23,335.91,336.08,335.98,336.19,336.37,336.51,336.58,336.44
1972-10-30,336.08,335.98,336.19,336.37,336.51,336.58,336.44,336.47
1972-11-06,335.98,336.19,336.37,336.51,336.58,336.44,336.47,336.31
1972-11-13,336.19,336.37,336.51,336.58,336.44,336.47,336.31,336.15
1972-11-20,336.37,336.51,336.58,336.44,336.47,336.31,336.15,335.9
1972-11-27,336.51,336.58,336.44,336.47,336.31,336.15,335.9,335.73
1972-12-04,336.58,336.44,336.47,336.31,336.15,335.9,335.73,335.45
1972-12-11,336.44,336.47,336.31,336.15,335.9,335.73,335.45,335.21
1972-12-18,336.47,336.31,336.15,335.9,335.73,335.45,335.21,335.12
1972-12-25,336.31,336.15,335.9,335.73,335.45,335.21,335.12,334.61
1973-01-01,336.15,335.9,335.73,335.45,335.21,335.12,334.61,334.64
1973-01-08,335.9,335.73,335.45,335.21,335.12,334.61,334.64,334.185
1973-01-15,335.73,335.45,335.21,335.12,334.61,334.64,334.185,333.73
1973-01-22,335.45,335.21,335.12,334.61,334.64,334.185,333.73,333.29
1973-01-29,335.21,335.12,334.61,334.64,334.185,333.73,333.29,333.12
1973-02-05,335.12,334.61,334.64,334.185,333.73,333.29,333.12,332.68
1973-02-12,334.61,334.64,334.185,333.73,333.29,333.12,332.68,332.45
1973-02-19,334.64,334.185,333.73,333.29,333.12,332.68,332.45,332.42
1973-02-26,334.185,333.73,333.29,333.12,332.68,332.45,332.42,332.115
1973-03-05,333.73,333.29,333.12,332.68,332.45,332.42,332.115,331.81
1973-03-12,333.29,333.12,332.68,332.45,332.42,332.115,331.81,331.44
1973-03-19,333.12,332.68,332.45,332.42,332.115,331.81,331.44,331.44
1973-03-26,332.68,332.45,332.42,332.115,331.81,331.44,331.44,331.44
1973-04-02,332.45,332.42,332.115,331.81,331.44,331.44,331.44,331.13
1973-04-09,332.42,332.115,331.81,331.44,331.44,331.44,331.13,331.35
1973-04-16,332.115,331.81,331.44,331.44,331.44,331.13,331.35,331.26
1973-04-23,331.81,331.44,331.44,331.44,331.13,331.35,331.26,331.19
1973-04-30,331.44,331.44,331.44,331.13,331.35,331.26,331.19,331.42
1973-05-07,331.44,331.44,331.13,331.35,331.26,331.19,331.42,331.6
1973-05-14,331.44,331.13,331.35,331.26,331.19,331.42,331.6,331.75
1973-05-21,331.13,331.35,331.26,331.19,331.42,331.6,331.75,331.76
1973-05-28,331.35,331.26,331.19,331.42,331.6,331.75,331.76,332.1
1973-06-04,331.26,331.19,331.42,331.6,331.75,331.76,332.1,332.44
1973-06-11,331.19,331.42,331.6,331.75,331.76,332.1,332.44,332.77
1973-06-18,331.42,331.6,331.75,331.76,332.1,332.44,332.77,333.18
1973-06-25,331.6,331.75,331.76,332.1,332.44,332.77,333.18,333.5
1973-07-02,331.75,331.76,332.1,332.44,332.77,333.18,333.5,333.72
1973-07-09,331.76,332.1,332.44,332.77,333.18,333.5,333.72,334.28
1973-07-16,332.1,332.44,332.77,333.18,333.5,333.72,334.28,334.69
1973-07-23,332.44,332.77,333.18,333.5,333.72,334.28,334.69,335.06
1973-07-30,332.77,333.18,333.5,333.72,334.28,334.69,335.06,335.49
1973-08-06,333.18,333.5,333.72,334.28,334.69,335.06,335.49,335.83
1973-08-13,333.5,333.72,334.28,334.69,335.06,335.49,335.83,336.125
1973-08-20,333.72,334.28,334.69,335.06,335.49,335.83,336.125,336.42
1973-08-27,334.28,334.69,335.06,335.49,335.83,336.125,336.42,336.56
1973-09-03,334.69,335.06,335.49,335.83,336.125,336.42,336.56,337.04
1973-09-10,335.06,335.49,335.83,336.125,336.42,336.56,337.04,337.26
1973-09-17,335.49,335.83,336.125,336.42,336.56,337.04,337.26,337.365
1973-09-24,335.83,336.125,336.42,336.56,337.04,337.26,337.365,337.47
1973-10-01,336.125,336.42,336.56,337.04,337.26,337.365,337.47,337.685
1973-10-08,336.42,336.56,337.04,337.26,337.365,337.47,337.685,337.9
1973-10-15,336.56,337.04,337.26,337.365,337.47,337.685,337.9,337.83
1973-10-22,337.04,337.26,337.365,337.47,337.685,337.9,337.83,337.89
1973-10-29,337.26,337.365,337.47,337.685,337.9,337.83,337.89,337.77
1973-11-05,337.365,337.47,337.685,337.9,337.83,337.89,337.77,337.68
1973-11-12,337.47,337.685,337.9,337.83,337.89,337.77,337.68,337.5
1973-11-19,337.685,337.9,337.83,337.89,337.77,337.68,337.5,337.32
1973-11-26,337.9,337.83,337.89,337.77,337.68,337.5,337.32,337.17
1973-12-03,337.83,337.89,337.77,337.68,337.5,337.32,337.17,336.88
1973-12-10,337.89,337.77,337.68,337.5,337.32,337.17,336.88,336.62
1973-12-17,337.77,337.68,337.5,337.32,337.17,336.88,336.62,336.34
1973-12-24,337.68,337.5,337.32,337.17,336.88,336.62,336.34,336.08
1973-12-31,337.5,337.32,337.17,336.88,336.62,336.34,336.08,335.69
1974-01-07,337.32,337.17,336.88,336.62,336.34,336.08,335.69,335.53
1974-01-14,337.17,336.88,336.62,336.34,336.08,335.69,335.53,334.98
1974-01-21,336.88,336.62,336.34,336.08,335.69,335.53,334.98,334.72
1974-01-28,336.62,336.34,336.08,335.69,335.53,334.98,334.72,334.44500000000005
1974-02-04,336.34,336.08,335.69,335.53,334.98,334.72,334.44500000000005,334.17
1974-02-11,336.08,335.69,335.53,334.98,334.72,334.44500000000005,334.17,333.895
1974-02-18,335.69,335.53,334.98,334.72,334.44500000000005,334.17,333.895,333.62
1974-02-25,335.53,334.98,334.72,334.44500000000005,334.17,333.895,333.62,333.11
1974-03-04,334.98,334.72,334.44500000000005,334.17,333.895,333.62,333.11,333.06
1974-03-11,334.72,334.44500000000005,334.17,333.895,333.62,333.11,333.06,332.93
1974-03-18,334.44500000000005,334.17,333.895,333.62,333.11,333.06,332.93,332.7
1974-03-25,334.17,333.895,333.62,333.11,333.06,332.93,332.7,332.68
1974-04-01,333.895,333.62,333.11,333.06,332.93,332.7,332.68,332.45
1974-04-08,333.62,333.11,333.06,332.93,332.7,332.68,332.45,332.61
1974-04-15,333.11,333.06,332.93,332.7,332.68,332.45,332.61,332.71
1974-04-22,333.06,332.93,332.7,332.68,332.45,332.61,332.71,332.65
1974-04-29,332.93,332.7,332.68,332.45,332.61,332.71,332.65,332.59
1974-05-06,332.7,332.68,332.45,332.61,332.71,332.65,332.59,332.92
1974-05-13,332.68,332.45,332.61,332.71,332.65,332.59,332.92,333.11
1974-05-20,332.45,332.61,332.71,332.65,332.59,332.92,333.11,333.12
1974-05-27,332.61,332.71,332.65,332.59,332.92,333.11,333.12,333.38
1974-06-03,332.71,332.65,332.59,332.92,333.11,333.12,333.38,333.68
1974-06-10,332.65,332.59,332.92,333.11,333.12,333.38,333.68,333.89
1974-06-17,332.59,332.92,333.11,333.12,333.38,333.68,333.89,334.27
1974-06-24,332.92,333.11,333.12,333.38,333.68,333.89,334.27,334.62
1974-07-01,333.11,333.12,333.38,333.68,333.89,334.27,334.62,335.01
1974-07-08,333.12,333.38,333.68,333.89,334.27,334.62,335.01,335.47
1974-07-15,333.38,333.68,333.89,334.27,334.62,335.01,335.47,335.935
1974-07-22,333.68,333.89,334.27,334.62,335.01,335.47,335.935,336.4
1974-07-29,333.89,334.27,334.62,335.01,335.47,335.935,336.4,336.52
1974-08-05,334.27,334.62,335.01,335.47,335.935,336.4,336.52,337.09
1974-08-12,334.62,335.01,335.47,335.935,336.4,336.52,337.09,337.32
1974-08-19,335.01,335.47,335.935,336.4,336.52,337.09,337.32,337.66
1974-08-26,335.47,335.935,336.4,336.52,337.09,337.32,337.66,338.04
1974-09-02,335.935,336.4,336.52,337.09,337.32,337.66,338.04,338.14
1974-09-09,336.4,336.52,337.09,337.32,337.66,338.04,338.14,338.53
1974-09-16,336.52,337.09,337.32,337.66,338.04,338.14,338.53,338.72
1974-09-23,337.09,337.32,337.66,338.04,338.14,338.53,338.72,338.92
1974-09-30,337.32,337.66,338.04,338.14,338.53,338.72,338.92,339.125
1974-10-07,337.66,338.04,338.14,338.53,338.72,338.92,339.125,339.33
1974-10-14,338.04,338.14,338.53,338.72,338.92,339.125,339.33,339.06
1974-10-21,338.14,338.53,338.72,338.92,339.125,339.33,339.06,339.03999999999996
1974-10-28,338.53,338.72,338.92,339.125,339.33,339.06,339.03999999999996,339.02
1974-11-04,338.72,338.92,339.125,339.33,339.06,339.03999999999996,339.02,338.94
1974-11-11,338.92,339.125,339.33,339.06,339.03999999999996,339.02,338.94,338.88
1974-11-18,339.125,339.33,339.06,339.03999999999996,339.02,338.94,338.88,338.82
1974-11-25,339.33,339.06,339.03999999999996,339.02,338.94,338.88,338.82,338.65
1974-12-02,339.06,339.03999999999996,339.02,338.94,338.88,338.82,338.65,338.21
1974-12-09,339.03999999999996,339.02,338.94,338.88,338.82,338.65,338.21,337.93
1974-12-16,339.02,338.94,338.88,338.82,338.65,338.21,337.93,337.77
1974-12-23,338.94,338.88,338.82,338.65,338.21,337.93,337.77,337.36
1974-12-30,338.88,338.82,338.65,338.21,337.93,337.77,337.36,337.16
1975-01-06,338.82,338.65,338.21,337.93,337.77,337.36,337.16,336.79
1975-01-13,338.65,338.21,337.93,337.77,337.36,337.16,336.79,336.28
1975-01-20,338.21,337.93,337.77,337.36,337.16,336.79,336.28,336.25
1975-01-27,337.93,337.77,337.36,337.16,336.79,336.28,336.25,335.95
1975-02-03,337.77,337.36,337.16,336.79,336.28,336.25,335.95,335.39
1975-02-10,337.36,337.16,336.79,336.28,336.25,335.95,335.39,335.11
1975-02-17,337.16,336.79,336.28,336.25,335.95,335.39,335.11,334.89
1975-02-24,336.79,336.28,336.25,335.95,335.39,335.11,334.89,334.64
1975-03-03,336.28,336.25,335.95,335.39,335.11,334.89,334.64,334.44
1975-03-10,336.25,335.95,335.39,335.11,334.89,334.64,334.44,334.38
1975-03-17,335.95,335.39,335.11,334.89,334.64,334.44,334.38,334.0
1975-03-24,335.39,335.11,334.89,334.64,334.44,334.38,334.0,333.81
1975-03-31,335.11,334.89,334.64,334.44,334.38,334.0,333.81,333.67
1975-04-07,334.89,334.64,334.44,334.38,334.0,333.81,333.67,333.7
1975-04-14,334.64,334.44,334.38,334.0,333.81,333.67,333.7,333.77
1975-04-21,334.44,334.38,334.0,333.81,333.67,333.7,333.77,334.0
1975-04-28,334.38,334.0,333.81,333.67,333.7,333.77,334.0,333.86
1975-05-05,334.0,333.81,333.67,333.7,333.77,334.0,333.86,334.07
1975-05-12,333.81,333.67,333.7,333.77,334.0,333.86,334.07,334.31
1975-05-19,333.67,333.7,333.77,334.0,333.86,334.07,334.31,334.55
1975-05-26,333.7,333.77,334.0,333.86,334.07,334.31,334.55,334.93
1975-06-02,333.77,334.0,333.86,334.07,334.31,334.55,334.93,334.9
1975-06-09,334.0,333.86,334.07,334.31,334.55,334.93,334.9,335.22
1975-06-16,333.86,334.07,334.31,334.55,334.93,334.9,335.22,335.7
1975-06-23,334.07,334.31,334.55,334.93,334.9,335.22,335.7,336.02
1975-06-30,334.31,334.55,334.93,334.9,335.22,335.7,336.02,336.51
1975-07-07,334.55,334.93,334.9,335.22,335.7,336.02,336.51,336.76
1975-07-14,334.93,334.9,335.22,335.7,336.02,336.51,336.76,337.05
1975-07-21,334.9,335.22,335.7,336.02,336.51,336.76,337.05,337.53
1975-07-28,335.22,335.7,336.02,336.51,336.76,337.05,337.53,337.96
1975-08-04,335.7,336.02,336.51,336.76,337.05,337.53,337.96,338.3
1975-08-11,336.02,336.51,336.76,337.05,337.53,337.96,338.3,338.63
1975-08-18,336.51,336.76,337.05,337.53,337.96,338.3,338.63,339.02
1975-08-25,336.76,337.05,337.53,337.96,338.3,338.63,339.02,339.34
1975-09-01,337.05,337.53,337.96,338.3,338.63,339.02,339.34,339.64
1975-09-08,337.53,337.96,338.3,338.63,339.02,339.34,339.64,339.79499999999996
1975-09-15,337.96,338.3,338.63,339.02,339.34,339.64,339.79499999999996,339.95
1975-09-22,338.3,338.63,339.02,339.34,339.64,339.79499999999996,339.95,340.16
1975-09-29,338.63,339.02,339.34,339.64,339.79499999999996,339.95,340.16,340.4
1975-10-06,339.02,339.34,339.64,339.79499999999996,339.95,340.16,340.4,340.29
1975-10-13,339.34,339.64,339.79499999999996,339.95,340.16,340.4,340.29,340.46
1975-10-20,339.64,339.79499999999996,339.95,340.16,340.4,340.29,340.46,340.39
1975-10-27,339.79499999999996,339.95,340.16,340.4,340.29,340.46,340.39,340.4
1975-11-03,339.95,340.16,340.4,340.29,340.46,340.39,340.4,340.44
1975-11-10,340.16,340.4,340.29,340.46,340.39,340.4,340.44,340.21
1975-11-17,340.4,340.29,340.46,340.39,340.4,340.44,340.21,340.04
1975-11-24,340.29,340.46,340.39,340.4,340.44,340.21,340.04,339.865
1975-12-01,340.46,340.39,340.4,340.44,340.21,340.04,339.865,339.69
1975-12-08,340.39,340.4,340.44,340.21,340.04,339.865,339.69,339.49
1975-12-15,340.4,340.44,340.21,340.04,339.865,339.69,339.49,339.29
1975-12-22,340.44,340.21,340.04,339.865,339.69,339.49,339.29,338.74
1975-12-29,340.21,340.04,339.865,339.69,339.49,339.29,338.74,338.48
1976-01-05,340.04,339.865,339.69,339.49,339.29,338.74,338.48,338.15
1976-01-12,339.865,339.69,339.49,339.29,338.74,338.48,338.15,337.95
1976-01-19,339.69,339.49,339.29,338.74,338.48,338.15,337.95,337.45
1976-01-26,339.49,339.29,338.74,338.48,338.15,337.95,337.45,337.15
1976-02-02,339.29,338.74,338.48,338.15,337.95,337.45,337.15,336.86
1976-02-09,338.74,338.48,338.15,337.95,337.45,337.15,336.86,336.52
1976-02-16,338.48,338.15,337.95,337.45,337.15,336.86,336.52,336.17
1976-02-23,338.15,337.95,337.45,337.15,336.86,336.52,336.17,335.97
1976-03-01,337.95,337.45,337.15,336.86,336.52,336.17,335.97,335.7633333333334
1976-03-08,337.45,337.15,336.86,336.52,336.17,335.97,335.7633333333334,335.5566666666667
1976-03-15,337.15,336.86,336.52,336.17,335.97,335.7633333333334,335.5566666666667,335.35
1976-03-22,336.86,336.52,336.17,335.97,335.7633333333334,335.5566666666667,335.35,335.295
1976-03-29,336.52,336.17,335.97,335.7633333333334,335.5566666666667,335.35,335.295,335.24
1976-04-05,336.17,335.97,335.7633333333334,335.5566666666667,335.35,335.295,335.24,334.92
1976-04-12,335.97,335.7633333333334,335.5566666666667,335.35,335.295,335.24,334.92,335.02
1976-04-19,335.7633333333334,335.5566666666667,335.35,335.295,335.24,334.92,335.02,335.15
1976-04-26,335.5566666666667,335.35,335.295,335.24,334.92,335.02,335.15,335.23
1976-05-03,335.35,335.295,335.24,334.92,335.02,335.15,335.23,335.31
1976-05-10,335.295,335.24,334.92,335.02,335.15,335.23,335.31,335.43
1976-05-17,335.24,334.92,335.02,335.15,335.23,335.31,335.43,335.88
1976-05-24,334.92,335.02,335.15,335.23,335.31,335.43,335.88,335.78
1976-05-31,335.02,335.15,335.23,335.31,335.43,335.88,335.78,335.98
1976-06-07,335.15,335.23,335.31,335.43,335.88,335.78,335.98,336.55
1976-06-14,335.23,335.31,335.43,335.88,335.78,335.98,336.55,336.79
1976-06-21,335.31,335.43,335.88,335.78,335.98,336.55,336.79,337.09
1976-06-28,335.43,335.88,335.78,335.98,336.55,336.79,337.09,337.63
1976-07-05,335.88,335.78,335.98,336.55,336.79,337.09,337.63,337.96
1976-07-12,335.78,335.98,336.55,336.79,337.09,337.63,337.96,338.26
1976-07-19,335.98,336.55,336.79,337.09,337.63,337.96,338.26,338.71500000000003
1976-07-26,336.55,336.79,337.09,337.63,337.96,338.26,338.71500000000003,339.17
1976-08-02,336.79,337.09,337.63,337.96,338.26,338.71500000000003,339.17,339.52
1976-08-09,337.09,337.63,337.96,338.26,338.71500000000003,339.17,339.52,339.81
1976-08-16,337.63,337.96,338.26,338.71500000000003,339.17,339.52,339.81,340.34
1976-08-23,337.96,338.26,338.71500000000003,339.17,339.52,339.81,340.34,340.36
1976-08-30,338.26,338.71500000000003,339.17,339.52,339.81,340.34,340.36,340.6
1976-09-06,338.71500000000003,339.17,339.52,339.81,340.34,340.36,340.6,340.94
1976-09-13,339.17,339.52,339.81,340.34,340.36,340.6,340.94,341.23
1976-09-20,339.52,339.81,340.34,340.36,340.6,340.94,341.23,341.44
1976-09-27,339.81,340.34,340.36,340.6,340.94,341.23,341.44,341.53
1976-10-04,340.34,340.36,340.6,340.94,341.23,341.44,341.53,341.69
1976-10-11,340.36,340.6,340.94,341.23,341.44,341.53,341.69,341.59
1976-10-18,340.6,340.94,341.23,341.44,341.53,341.69,341.59,341.88
1976-10-25,340.94,341.23,341.44,341.53,341.69,341.59,341.88,341.69
1976-11-01,341.23,341.44,341.53,341.69,341.59,341.88,341.69,341.74
1976-11-08,341.44,341.53,341.69,341.59,341.88,341.69,341.74,341.55
1976-11-15,341.53,341.69,341.59,341.88,341.69,341.74,341.55,341.41
1976-11-22,341.69,341.59,341.88,341.69,341.74,341.55,341.41,341.24
1976-11-29,341.59,341.88,341.69,341.74,341.55,341.41,341.24,341.0
1976-12-06,341.88,341.69,341.74,341.55,341.41,341.24,341.0,340.77
1976-12-13,341.69,341.74,341.55,341.41,341.24,341.0,340.77,340.56
1976-12-20,341.74,341.55,341.41,341.24,341.0,340.77,340.56,340.15
1976-12-27,341.55,341.41,341.24,341.0,340.77,340.56,340.15,339.89
1977-01-03,341.41,341.24,341.0,340.77,340.56,340.15,339.89,339.595
1977-01-10,341.24,341.0,340.77,340.56,340.15,339.89,339.595,339.3
1977-01-17,341.0,340.77,340.56,340.15,339.89,339.595,339.3,338.75
1977-01-24,340.77,340.56,340.15,339.89,339.595,339.3,338.75,338.66
1977-01-31,340.56,340.15,339.89,339.595,339.3,338.75,338.66,338.16
1977-02-07,340.15,339.89,339.595,339.3,338.75,338.66,338.16,337.71
1977-02-14,339.89,339.595,339.3,338.75,338.66,338.16,337.71,337.46500000000003
1977-02-21,339.595,339.3,338.75,338.66,338.16,337.71,337.46500000000003,337.22
1977-02-28,339.3,338.75,338.66,338.16,337.71,337.46500000000003,337.22,337.14
1977-03-07,338.75,338.66,338.16,337.71,337.46500000000003,337.22,337.14,336.78
1977-03-14,338.66,338.16,337.71,337.46500000000003,337.22,337.14,336.78,336.62
1977-03-21,338.16,337.71,337.46500000000003,337.22,337.14,336.78,336.62,336.34
1977-03-28,337.71,337.46500000000003,337.22,337.14,336.78,336.62,336.34,336.39
1977-04-04,337.46500000000003,337.22,337.14,336.78,336.62,336.34,336.39,336.14
1977-04-11,337.22,337.14,336.78,336.62,336.34,336.39,336.14,336.21
1977-04-18,337.14,336.78,336.62,336.34,336.39,336.14,336.21,336.48
1977-04-25,336.78,336.62,336.34,336.39,336.14,336.21,336.48,336.55
1977-05-02,336.62,336.34,336.39,336.14,336.21,336.48,336.55,336.64
1977-05-09,336.34,336.39,336.14,336.21,336.48,336.55,336.64,336.65
1977-05-16,336.39,336.14,336.21,336.48,336.55,336.64,336.65,336.94
1977-05-23,336.14,336.21,336.48,336.55,336.64,336.65,336.94,337.18
1977-05-30,336.21,336.48,336.55,336.64,336.65,336.94,337.18,337.34
1977-06-06,336.48,336.55,336.64,336.65,336.94,337.18,337.34,337.9
1977-06-13,336.55,336.64,336.65,336.94,337.18,337.34,337.9,338.16
1977-06-20,336.64,336.65,336.94,337.18,337.34,337.9,338.16,338.4
1977-06-27,336.65,336.94,337.18,337.34,337.9,338.16,338.4,338.79
1977-07-04,336.94,337.18,337.34,337.9,338.16,338.4,338.79,339.19
1977-07-11,337.18,337.34,337.9,338.16,338.4,338.79,339.19,339.34
1977-07-18,337.34,337.9,338.16,338.4,338.79,339.19,339.34,339.91
1977-07-25,337.9,338.16,338.4,338.79,339.19,339.34,339.91,340.25
1977-08-01,338.16,338.4,338.79,339.19,339.34,339.91,340.25,340.59
1977-08-08,338.4,338.79,339.19,339.34,339.91,340.25,340.59,341.02
1977-08-15,338.79,339.19,339.34,339.91,340.25,340.59,341.02,341.57
1977-08-22,339.19,339.34,339.91,340.25,340.59,341.02,341.57,341.78
1977-08-29,339.34,339.91,340.25,340.59,341.02,341.57,341.78,341.95
1977-09-05,339.91,340.25,340.59,341.02,341.57,341.78,341.95,342.33
1977-09-12,340.25,340.59,341.02,341.57,341.78,341.95,342.33,342.64
1977-09-19,340.59,341.02,341.57,341.78,341.95,342.33,342.64,342.78
1977-09-26,341.02,341.57,341.78,341.95,342.33,342.64,342.78,342.84
1977-10-03,341.57,341.78,341.95,342.33,342.64,342.78,342.84,342.88
1977-10-10,341.78,341.95,342.33,342.64,342.78,342.84,342.88,343.08
1977-10-17,341.95,342.33,342.64,342.78,342.84,342.88,343.08,343.07
1977-10-24,342.33,342.64,342.78,342.84,342.88,343.08,343.07,343.1
1977-10-31,342.64,342.78,342.84,342.88,343.08,343.07,343.1,343.01
1977-11-07,342.78,342.84,342.88,343.08,343.07,343.1,343.01,342.95
1977-11-14,342.84,342.88,343.08,343.07,343.1,343.01,342.95,342.64
1977-11-21,342.88,343.08,343.07,343.1,343.01,342.95,342.64,342.65
1977-11-28,343.08,343.07,343.1,343.01,342.95,342.64,342.65,342.32
1977-12-05,343.07,343.1,343.01,342.95,342.64,342.65,342.32,342.1
1977-12-12,343.1,343.01,342.95,342.64,342.65,342.32,342.1,341.88
1977-12-19,343.01,342.95,342.64,342.65,342.32,342.1,341.88,341.66
1977-12-26,342.95,342.64,342.65,342.32,342.1,341.88,341.66,341.19
1978-01-02,342.64,342.65,342.32,342.1,341.88,341.66,341.19,340.78
1978-01-09,342.65,342.32,342.1,341.88,341.66,341.19,340.78,340.46
1978-01-16,342.32,342.1,341.88,341.66,341.19,340.78,340.46,340.14
1978-01-23,342.1,341.88,341.66,341.19,340.78,340.46,340.14,339.88
1978-01-30,341.88,341.66,341.19,340.78,340.46,340.14,339.88,339.57
1978-02-06,341.66,341.19,340.78,340.46,340.14,339.88,339.57,339.15
1978-02-13,341.19,340.78,340.46,340.14,339.88,339.57,339.15,338.91
1978-02-20,340.78,340.46,340.14,339.88,339.57,339.15,338.91,338.85
1978-02-27,340.46,340.14,339.88,339.57,339.15,338.91,338.85,338.56
1978-03-06,340.14,339.88,339.57,339.15,338.91,338.85,338.56,338.22
1978-03-13,339.88,339.57,339.15,338.91,338.85,338.56,338.22,338.0
1978-03-20,339.57,339.15,338.91,338.85,338.56,338.22,338.0,337.87
1978-03-27,339.15,338.91,338.85,338.56,338.22,338.0,337.87,337.81
1978-04-03,338.91,338.85,338.56,338.22,338.0,337.87,337.81,337.59
1978-04-10,338.85,338.56,338.22,338.0,337.87,337.81,337.59,337.64
1978-04-17,338.56,338.22,338.0,337.87,337.81,337.59,337.64,337.52
1978-04-24,338.22,338.0,337.87,337.81,337.59,337.64,337.52,337.8
1978-05-01,338.0,337.87,337.81,337.59,337.64,337.52,337.8,337.93
1978-05-08,337.87,337.81,337.59,337.64,337.52,337.8,337.93,337.97
1978-05-15,337.81,337.59,337.64,337.52,337.8,337.93,337.97,338.37
1978-05-22,337.59,337.64,337.52,337.8,337.93,337.97,338.37,338.32
1978-05-29,337.64,337.52,337.8,337.93,337.97,338.37,338.32,338.56
1978-06-05,337.52,337.8,337.93,337.97,338.37,338.32,338.56,338.99
1978-06-12,337.8,337.93,337.97,338.37,338.32,338.56,338.99,339.42
1978-06-19,337.93,337.97,338.37,338.32,338.56,338.99,339.42,339.83
1978-06-26,337.97,338.37,338.32,338.56,338.99,339.42,339.83,339.98
1978-07-03,338.37,338.32,338.56,338.99,339.42,339.83,339.98,340.5
1978-07-10,338.32,338.56,338.99,339.42,339.83,339.98,340.5,340.78
1978-07-17,338.56,338.99,339.42,339.83,339.98,340.5,340.78,341.21
1978-07-24,338.99,339.42,339.83,339.98,340.5,340.78,341.21,341.64
1978-07-31,339.42,339.83,339.98,340.5,340.78,341.21,341.64,341.885
1978-08-07,339.83,339.98,340.5,340.78,341.21,341.64,341.885,342.13
1978-08-14,339.98,340.5,340.78,341.21,341.64,341.885,342.13,342.78
1978-08-21,340.5,340.78,341.21,341.64,341.885,342.13,342.78,343.1
1978-08-28,340.78,341.21,341.64,341.885,342.13,342.78,343.1,343.19
1978-09-04,341.21,341.64,341.885,342.13,342.78,343.1,343.19,343.56
1978-09-11,341.64,341.885,342.13,342.78,343.1,343.19,343.56,343.81
1978-09-18,341.885,342.13,342.78,343.1,343.19,343.56,343.81,343.98
1978-09-25,342.13,342.78,343.1,343.19,343.56,343.81,343.98,344.06
1978-10-02,342.78,343.1,343.19,343.56,343.81,343.98,344.06,344.16
1978-10-09,343.1,343.19,343.56,343.81,343.98,344.06,344.16,344.23
1978-10-16,343.19,343.56,343.81,343.98,344.06,344.16,344.23,344.3
